Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes	log10P
Vibrio cholerae infection_Homo sapiens_hsa05110	1/51	0.339860180161362	0.519786157893848	0.404623988367311	0.631213421853005	2.60089708518134	-2.80694270315561	TJP1	0.284175290110812
Fatty acid metabolism_Homo sapiens_hsa01212	1/48	0.323514658103812	0.504682866641947	0.3864787793114	0.615211118087535	2.8419897069862	-3.20721623436577	ACSL5	0.296981438775652
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960	1/39	0.272025524213176	0.481216077064048	0.328708976039306	0.603947755960632	2.5857300785516	-3.36625695191935	PIK3CD	0.31765987164066
Carbohydrate digestion and absorption_Homo sapiens_hsa04973	1/45	0.306766969282671	0.483390375839361	0.367788697540128	0.603947755960632	2.85471868352103	-3.37332651242982	PIK3CD	0.31570200051808
Bladder cancer_Homo sapiens_hsa05219	1/41	0.28379409673008	0.481216077064048	0.341993083835402	0.603947755960632	2.70865723738026	-3.41157089641659	ERBB2	0.31765987164066
ABC transporters_Homo sapiens_hsa02010	1/44	0.301093343394171	0.483390375839361	0.361434815103025	0.603947755960632	3.01209607220894	-3.61552419233751	ABCA13	0.31570200051808
Nicotine addiction_Homo sapiens_hsa05033	1/40	0.277933638266777	0.481216077064048	0.335383744745003	0.603947755960632	2.8498171308704	-3.64882863873704	CHRNA7	0.31765987164066
Fatty acid degradation_Homo sapiens_hsa00071	1/44	0.301093343394171	0.483390375839361	0.361434815103025	0.603947755960632	3.16483959643436	-3.79886758305973	ACSL5	0.31570200051808
Proteasome_Homo sapiens_hsa03050	1/44	0.301093343394171	0.483390375839361	0.361434815103025	0.603947755960632	3.1786431638644	-3.81543648749951	PSME3	0.31570200051808
Cysteine and methionine metabolism_Homo sapiens_hsa00270	1/45	0.306766969282671	0.483390375839361	0.367788697540128	0.603947755960632	3.27053330173402	-3.86468087388434	LDHA	0.31570200051808
Tryptophan metabolism_Homo sapiens_hsa00380	1/40	0.277933638266777	0.481216077064048	0.335383744745003	0.603947755960632	3.06443943549606	-3.92362522240087	KYNU	0.31765987164066
Graft-versus-host disease_Homo sapiens_hsa05332	1/41	0.28379409673008	0.481216077064048	0.341993083835402	0.603947755960632	3.16476191306109	-3.98603761586655	KLRD1	0.31765987164066
Pentose phosphate pathway_Homo sapiens_hsa00030	1/29	0.210237052278379	0.441065938590495	0.258219163642964	0.579018845051749	2.77521537553317	-4.32800267392872	H6PD	0.355496479408995
Propanoate metabolism_Homo sapiens_hsa00640	1/32	0.229301627211982	0.447138173063365	0.280099173125616	0.579018845051749	3.36750017869262	-4.95937473611766	LDHA	0.349558251976984
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis_Homo sapiens_hsa00563	1/25	0.184086694949745	0.433466892710461	0.228023266217307	0.579018845051749	3.07860471486863	-5.21007196088024	PIGN	0.363044067420149
Citrate cycle (TCA cycle)_Homo sapiens_hsa00020	1/30	0.216643421389834	0.442014875030445	0.265584363437439	0.579018845051749	3.4882421253055	-5.33527503873443	PCK2	0.354563115187247
Protein export_Homo sapiens_hsa03060	1/23	0.170690617568628	0.429479618398484	0.212474164691022	0.579018845051749	3.08975114359975	-5.46237912690464	SPCS2	0.367057441441822
Proximal tubule bicarbonate reclamation_Homo sapiens_hsa04964	1/23	0.170690617568628	0.429479618398484	0.212474164691022	0.579018845051749	3.09941331152307	-5.47946089884421	PCK2	0.367057441441822
Glycosaminoglycan biosynthesis - keratan sulfate_Homo sapiens_hsa00533	1/15	0.114884949222877	0.350560309108871	0.147130561668736	0.516732294978095	4.25288845654001	-9.20250250682536	FUT8	0.45523725684117
Fatty acid biosynthesis_Homo sapiens_hsa00061	1/13	0.100360042843218	0.350560309108871	0.129976803590454	0.516732294978095	4.18798918110512	-9.62814998236191	ACSL5	0.45523725684117
