Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes	log10P
hydroxyethylthiazole kinase activity (GO:0004417)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.98785071439579	8.49731414537787	CDKL5;PIK3CD;NEK1	1.19011579806494
inosine kinase activity (GO:0008906)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.98723442346028	8.4946797334243	CDKL5;PIK3CD;NEK1	1.19011579806494
phenol, water dikinase activity (GO:0043749)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.94650939287347	8.49252213591495	CDKL5;PIK3CD;NEK1	1.19011579806494
adenylylsulfate kinase activity (GO:0004020)	3/64	0.0151535990287184	0.0648647958424408	0.0301282127810812	0.128963447392189	-2.01277643624115	8.4325615307626	CDKL5;PIK3CD;NEK1	1.18799094448653
macrolide 2'-kinase activity (GO:0050073)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.97255619953493	8.43193584683027	CDKL5;PIK3CD;NEK1	1.19011579806494
fucokinase activity (GO:0050201)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-1.99238913806484	8.4311557912464	CDKL5;PIK3CD;NEK1	1.19011579806494
nucleobase-containing compound kinase activity (GO:0019205)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.92928918871581	8.41739125520647	CDKL5;PIK3CD;NEK1	1.19011579806494
riboflavin kinase activity (GO:0008531)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-1.98826012889288	8.41368314048394	CDKL5;PIK3CD;NEK1	1.19011579806494
inositol trisphosphate kinase activity (GO:0051766)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.96660135009446	8.40648110517504	CDKL5;PIK3CD;NEK1	1.19011579806494
glycerate kinase activity (GO:0008887)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-1.9856425441733	8.40260635626246	CDKL5;PIK3CD;NEK1	1.19011579806494
D-erythro-sphingosine kinase activity (GO:0017050)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.96215106441745	8.38745780772095	CDKL5;PIK3CD;NEK1	1.19011579806494
triokinase activity (GO:0050354)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-1.97628301804798	8.36299982489406	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphomethylpyrimidine kinase activity (GO:0008972)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.91673757406936	8.36262919466018	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphoglycerate kinase (GTP) activity (GO:0050191)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.91641922224264	8.36124024172457	CDKL5;PIK3CD;NEK1	1.19011579806494
hydroxymethylpyrimidine kinase activity (GO:0008902)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.95485960489019	8.35628956066262	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphoglucan, water dikinase activity (GO:0051752)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.91281636478448	8.34552115666493	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphatidylinositol phosphate kinase activity (GO:0016307)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-1.97080033319003	8.33979885009022	CDKL5;PIK3CD;NEK1	1.19011579806494
NADH kinase activity (GO:0042736)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.94802348401069	8.32706771506413	CDKL5;PIK3CD;NEK1	1.19011579806494
inositol tetrakisphosphate kinase activity (GO:0051765)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.946162515292	8.31911277372828	CDKL5;PIK3CD;NEK1	1.19011579806494
pantetheine kinase activity (GO:0050165)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.9440896168298	8.31025191244868	CDKL5;PIK3CD;NEK1	1.19011579806494
NAD+ kinase activity (GO:0003951)	3/64	0.0151535990287184	0.0648647958424408	0.0301282127810812	0.128963447392189	-1.98133211973306	8.30082502541953	CDKL5;PIK3CD;NEK1	1.18799094448653
phytol kinase activity (GO:0010276)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.90136370430021	8.29555377760482	CDKL5;PIK3CD;NEK1	1.19011579806494
polyphosphate kinase activity (GO:0008976)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.89774930073768	8.27978431747516	CDKL5;PIK3CD;NEK1	1.19011579806494
inositol 3-kinase activity (GO:0019140)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.93621259130288	8.27658059098141	CDKL5;PIK3CD;NEK1	1.19011579806494
phenol kinase activity (GO:0018720)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.9308578580518	8.25369112032369	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphatidylinositol kinase activity (GO:0052742)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.93055896659766	8.25241347177452	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphoenolpyruvate-glycerone phosphotransferase activity (GO:0047324)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.92973023114943	8.24887093943242	CDKL5;PIK3CD;NEK1	1.19011579806494
propionate kinase activity (GO:0008980)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.89065792949783	8.24884502303922	CDKL5;PIK3CD;NEK1	1.19011579806494
pyruvate, water dikinase activity (GO:0008986)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.8895261506316	8.24390712902773	CDKL5;PIK3CD;NEK1	1.19011579806494
pyridoxal kinase activity (GO:0008478)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-1.94684284545309	8.23841839804	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphatidylinositol bisphosphate kinase activity (GO:0052813)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.92568445112954	8.23157675152224	CDKL5;PIK3CD;NEK1	1.19011579806494
taurocyamine kinase activity (GO:0050324)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.87485873463535	8.17991393409073	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphoglucokinase activity (GO:0050190)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.90667128904371	8.15030263472349	CDKL5;PIK3CD;NEK1	1.19011579806494
mevalonate kinase activity (GO:0004496)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-1.92458763443624	8.14424143849664	CDKL5;PIK3CD;NEK1	1.19011579806494
sedoheptulokinase activity (GO:0050277)	3/63	0.0145279446566092	0.0645482098034154	0.0289865437944416	0.128788314833532	-1.92405998444057	8.14200859189468	CDKL5;PIK3CD;NEK1	1.19011579806494
inositol 5-diphosphate pentakisphosphate 5-kinase activity (GO:0052836)	3/65	0.0157942849162474	0.0656070296521046	0.0312933873526432	0.131544658212907	-1.96169446419824	8.13731877135126	CDKL5;PIK3CD;NEK1	1.18304962441161
thiamine-phosphate kinase activity (GO:0009030)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.86422915619431	8.13353762039995	CDKL5;PIK3CD;NEK1	1.19011579806494
T2-induced deoxynucleotide kinase activity (GO:0050316)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.86132453000154	8.12086488307384	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphoramidate-hexose phosphotransferase activity (GO:0047329)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.89847813036823	8.11527996294826	CDKL5;PIK3CD;NEK1	1.19011579806494
dephospho-CoA kinase activity (GO:0004140)	3/64	0.0151535990287184	0.0648647958424408	0.0301282127810812	0.128963447392189	-1.9365830249439	8.11334792241834	CDKL5;PIK3CD;NEK1	1.18799094448653
inositol diphosphate tetrakisphosphate kinase activity (GO:0052839)	3/65	0.0157942849162474	0.0656070296521046	0.0312933873526432	0.131544658212907	-1.95344788425449	8.10311107438296	CDKL5;PIK3CD;NEK1	1.18304962441161
choline kinase activity (GO:0004103)	3/64	0.0151535990287184	0.0648647958424408	0.0301282127810812	0.128963447392189	-1.93244787500324	8.09602364055294	CDKL5;PIK3CD;NEK1	1.18799094448653
thiamine-diphosphate kinase activity (GO:0050331)	3/60	0.0127407536278201	0.0645482098034154	0.0257030202557625	0.128788314833532	-1.84352602886764	8.04321092187586	CDKL5;PIK3CD;NEK1	1.19011579806494
ribosylnicotinamide kinase activity (GO:0050262)	3/64	0.0151535990287184	0.0648647958424408	0.0301282127810812	0.128963447392189	-1.91850522582004	8.037610671769	CDKL5;PIK3CD;NEK1	1.18799094448653
riboflavin phosphotransferase activity (GO:0050257)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.87115499578635	7.99848383922665	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphoribokinase activity (GO:0050195)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.87013503788254	7.99412390280837	CDKL5;PIK3CD;NEK1	1.19011579806494
pantothenate kinase activity (GO:0004594)	3/64	0.0151535990287184	0.0648647958424408	0.0301282127810812	0.128963447392189	-1.90464197073381	7.97953032592116	CDKL5;PIK3CD;NEK1	1.18799094448653
polyphosphate-glucose phosphotransferase activity (GO:0047330)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.8643282861566	7.96930222318114	CDKL5;PIK3CD;NEK1	1.19011579806494
pseudouridine kinase activity (GO:0050225)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.85467559836091	7.92804061336644	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphoribulokinase activity (GO:0008974)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.85273341033783	7.91973849005209	CDKL5;PIK3CD;NEK1	1.19011579806494
ubiquitin-calmodulin ligase activity (GO:0050372)	7/320	0.0156391809529155	0.0656070296521046	0.0474801042437106	0.192664931671011	-1.89211461143474	7.86736698082711	ZYG11B;TRIM5;UBE3A;RNF4;CBL;ASB3;BIRC2	1.18304962441161
ubiquitin-protein transferase activity (GO:0004842)	7/320	0.0156391809529155	0.0656070296521046	0.0474801042437106	0.192664931671011	-1.88566661412063	7.84055636330166	ZYG11B;TRIM5;UBE3A;RNF4;CBL;ASB3;BIRC2	1.18304962441161
tetraacyldisaccharide 4'-kinase activity (GO:0009029)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.8138398481668	7.75348314018769	CDKL5;PIK3CD;NEK1	1.19011579806494
thiamine kinase activity (GO:0019165)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.8105952401444	7.73961366123471	CDKL5;PIK3CD;NEK1	1.19011579806494
scyllo-inosamine 4-kinase activity (GO:0050276)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.80812230985847	7.7290428143663	CDKL5;PIK3CD;NEK1	1.19011579806494
tagatose-6-phosphate kinase activity (GO:0009024)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.80757925528043	7.72672146029564	CDKL5;PIK3CD;NEK1	1.19011579806494
tagatose kinase activity (GO:0050317)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.79847777763842	7.68781606657008	CDKL5;PIK3CD;NEK1	1.19011579806494
S-methyl-5-thioribose kinase activity (GO:0046522)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.79806153152177	7.68603677097742	CDKL5;PIK3CD;NEK1	1.19011579806494
shikimate kinase activity (GO:0004765)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.79135675853655	7.6573763882252	CDKL5;PIK3CD;NEK1	1.19011579806494
xylitol kinase activity (GO:0050400)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.78296040708451	7.62148514375381	CDKL5;PIK3CD;NEK1	1.19011579806494
phosphoglycerate kinase activity (GO:0004618)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.77896593520189	7.60441027883278	CDKL5;PIK3CD;NEK1	1.19011579806494
ubiquitin conjugating enzyme activity (GO:0061631)	7/324	0.0166284407201991	0.0678672406138359	0.0501017158366621	0.202134508720327	-1.85532451474192	7.60059801757723	ZYG11B;TRIM5;UBE3A;RNF4;CBL;ASB3;BIRC2	1.16833980824991
undecaprenol kinase activity (GO:0009038)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.77591785210944	7.59138087003954	CDKL5;PIK3CD;NEK1	1.19011579806494
creatine kinase activity (GO:0004111)	3/65	0.0157942849162474	0.0656070296521046	0.0312933873526432	0.131544658212907	-1.81934316917886	7.54683035114727	CDKL5;PIK3CD;NEK1	1.18304962441161
viomycin kinase activity (GO:0050394)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.76307927732397	7.53650079160056	CDKL5;PIK3CD;NEK1	1.19011579806494
ribosylnicotinate kinase activity (GO:0061769)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.75674851331137	7.50943915653624	CDKL5;PIK3CD;NEK1	1.19011579806494
ethanolamine kinase activity (GO:0004305)	3/66	0.016450037751714	0.0675317339280891	0.0324820124546713	0.134925282504019	-1.82564720468035	7.49871354628301	CDKL5;PIK3CD;NEK1	1.17049209929901
glycerol kinase activity (GO:0004370)	3/66	0.016450037751714	0.0675317339280891	0.0324820124546713	0.134925282504019	-1.80214057890377	7.40216178497538	CDKL5;PIK3CD;NEK1	1.17049209929901
diacylglycerol kinase activity (GO:0004143)	3/69	0.0185079919372942	0.0751017938727199	0.0361879446563447	0.149434924404435	-1.76655539647471	7.04776575202033	CDKL5;PIK3CD;NEK1	1.12434968936442
ATPase binding (GO:0051117)	3/62	0.0139172822206281	0.0645482098034154	0.0278684288190208	0.128788314833532	-1.64072503707936	7.01348243370869	ATXN3;DNAJC10;METTL21A	1.19011579806494
protein homodimerization activity (GO:0042803)	9/582	0.0476966839519799	0.17094639516873	0.142591576126765	0.40856851608567	-2.04497253271493	6.22263342774596	FXR1;GHR;BLOC1S6;HSP90AB1;TRIM5;CHRNA7;KYNU;TCF12;ADD1	0.767140052953585
ubiquitin protein ligase activity (GO:0061630)	7/390	0.0398744028982531	0.15904449337826	0.10669897910954	0.328520540942532	-1.89868028728367	6.11758717374273	ZYG11B;TRIM5;UBE3A;RNF4;CBL;ASB3;BIRC2	0.798481362940371
RNA polymerase II transcription corepressor activity (GO:0001106)	5/225	0.0364922296334748	0.146385972586853	0.0833240329518034	0.29782287116558	-1.66101245566054	5.49904073250113	CNOT2;TP53BP1;PROX1;CBFA2T2;TRIM22	0.834500537485274
RNA polymerase II transcription cofactor activity (GO:0001104)	2/21	0.0123778469921541	0.0645482098034154	0.022288592430743	0.128788314833532	-1.06503405235864	4.67746654066806	CNOT2;TP53BP1	1.19011579806494
histone deacetylase binding (GO:0042826)	3/76	0.0238412462743228	0.0961870970377852	0.0456415460403031	0.187370557428613	-1.16124855890104	4.33881730565975	NIPBL;HSP90AB1;HIC1	1.01688318223583
mRNA binding involved in posttranscriptional gene silencing (GO:1903231)	3/97	0.0442780387602393	0.17094639516873	0.0804077491789674	0.2939908329356	-1.20499516262442	3.75629100960696	FXR1;RPL13A;HNRNPAB	0.767140052953585
mRNA CDS binding (GO:1990715)	3/98	0.0454138549633237	0.17094639516873	0.0822867000338435	0.29782287116558	-1.19911990250449	3.70760444717558	FXR1;RPL13A;HNRNPAB	0.767140052953585
iron-responsive element binding (GO:0030350)	3/99	0.0465640707547221	0.17094639516873	0.0841846132608998	0.29782287116558	-1.1989265153653	3.67701896090863	FXR1;RPL13A;HNRNPAB	0.767140052953585
selenocysteine insertion sequence binding (GO:0035368)	3/99	0.0465640707547221	0.17094639516873	0.0841846132608998	0.29782287116558	-1.1913634852387	3.65382370680339	FXR1;RPL13A;HNRNPAB	0.767140052953585
sequence-specific mRNA binding (GO:1990825)	3/100	0.0477286231525228	0.17094639516873	0.0861012987127294	0.29782287116558	-1.10423994638188	3.3593452610817	FXR1;RPL13A;HNRNPAB	0.767140052953585
mRNA cap binding (GO:0098808)	3/107	0.0562762468600138	0.197529626478649	0.100027375755649	0.323682596084179	-1.0977687111589	3.15881051435107	FXR1;RPL13A;HNRNPAB	0.704367757499559
actin lateral binding (GO:0003786)	3/109	0.0588434693605637	0.204495621243147	0.104163986530468	0.327078340972825	-0.981080742582208	2.77927854193804	BLOC1S6;LCP1;ADD1	0.689315986875703
mRNA 5'-UTR binding (GO:0048027)	3/114	0.0654983067229111	0.214858931399456	0.114795580417936	0.347403836734625	-1.00267254461487	2.73301562590789	FXR1;RPL13A;HNRNPAB	0.667846588561978
mRNA 3'-UTR binding (GO:0003730)	3/140	0.105157296975484	0.297662993858023	0.175825436690406	0.418267757320954	-0.970102398024805	2.18495967473712	FXR1;RPL13A;HNRNPAB	0.526275154477367
protein heterodimerization activity (GO:0046982)	4/244	0.136764506618162	0.324127909822354	0.24187324991577	0.448041059499577	-1.02367621137551	2.0365984605191	FXR1;TCF12;ERBB2;ADD1	0.489283571374558
ubiquitin protein ligase activity involved in chloroplast disassembly (GO:1904822)	3/143	0.110230479327108	0.308294009910875	0.183382768387485	0.418267757320954	-0.90071755249025	1.98624598845017	UBE3A;RNF4;CBL	0.511034913443864
ubiquitin-ubiquitin ligase activity (GO:0034450)	3/148	0.118890685042917	0.324127909822354	0.196167602447499	0.418267757320954	-0.889708576839814	1.89467963038355	UBE3A;RNF4;CBL	0.489283571374558
ubiquitin protein ligase activity involved in ERAD pathway (GO:1904264)	3/150	0.122423957303647	0.324127909822354	0.20134298925302	0.418267757320954	-0.862552342904243	1.81158866764458	UBE3A;RNF4;CBL	0.489283571374558
protein kinase binding (GO:0019901)	5/352	0.157993213434828	0.324127909822354	0.293262590499482	0.483263705470977	-0.980297498427496	1.80884808087572	GHR;HSP90AB1;TRIM5;TAX1BP1;TRIM22	0.489283571374558
RNA polymerase II transcriptional activator activity, metal ion regulated core promoter proximal region sequence-specific binding (GO:0001213)	3/154	0.129604314608641	0.324127909822354	0.211790193433644	0.422911600061062	-0.834666020139053	1.7054473744792	NFIA;TCF12;NRL	0.489283571374558
1-phosphatidylinositol-3-kinase activity (GO:0016303)	2/43	0.0474230919557588	0.17094639516873	0.0756509637794367	0.282483917942365	-0.554132670617876	1.68935434800214	PIK3CD;ATM	0.767140052953585
phosphatidylinositol 3-kinase catalytic subunit binding (GO:0036313)	2/64	0.0949830605060586	0.278987901570097	0.143447337338784	0.409349718747261	-0.619181455478198	1.45758826229382	HSP90AB1;TAX1BP1	0.554414629684367
RNA polymerase II transcription coactivator activity (GO:0001105)	4/260	0.160675401586973	0.324127909822354	0.277476267301875	0.475524554645196	-0.793007452730471	1.4499103134064	CNOT2;TP53BP1;RNF4;BIRC2	0.489283571374558
kinase binding (GO:0019900)	2/62	0.0900134550725413	0.267751887546288	0.136529277686814	0.396047739405552	-0.569939364962256	1.37229779103284	HSP90AB1;TAX1BP1	0.572267458878748
enhancer sequence-specific DNA binding (GO:0001158)	2/68	0.105149653220267	0.297662993858023	0.157496645204548	0.418267757320954	-0.606088135049517	1.36513514172468	NONO;TCF12	0.526275154477367
ligand-gated cation channel activity (GO:0099094)	2/50	0.0620363187359239	0.208623460651534	0.0968949855633698	0.316373394723189	-0.488373666819086	1.35769602327696	CHRNA7;TMCO3	0.680636854784889
phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	2/67	0.102580747706289	0.29273042638136	0.153959427528583	0.418267757320954	-0.588227207126177	1.33945511921302	ERBB2;PIK3CD	0.533532134680066
protein phosphatase 2A binding (GO:0051721)	2/67	0.102580747706289	0.29273042638136	0.153959427528583	0.418267757320954	-0.571082854602561	1.30041562822188	ERBB2;CDC27	0.533532134680066
RNA strand annealing activity (GO:0033592)	2/75	0.123594980775563	0.324127909822354	0.182653577923495	0.418267757320954	-0.571431848034438	1.19471847534563	FXR1;HSP90AB1	0.489283571374558
lipoprotein transporter activity (GO:0042954)	2/48	0.0577195988320017	0.20158785263714	0.0906631994222142	0.307466502388379	-0.418136929024325	1.19259279433342	MIA3;KPNA5	0.695535641331691
protein phosphatase 2B binding (GO:0030346)	2/56	0.0756058411558289	0.237426038189421	0.116272292618823	0.350313946001776	-0.448743895274406	1.15875623974328	ERBB2;CDC27	0.624471654286728
protein phosphatase 1 binding (GO:0008157)	2/60	0.0851247341720688	0.255702081908868	0.129690012838476	0.385772834799195	-0.44644046737979	1.0998675382562	ERBB2;CDC27	0.592265735963291
protein phosphatase 5 binding (GO:1990634)	2/51	0.0642347914312096	0.211703397111311	0.100055731268186	0.323682596084179	-0.374467156589327	1.02799109246052	ERBB2;CDC27	0.674272172992117
protein tyrosine kinase activity (GO:0004713)	4/263	0.165321516733323	0.325999170637059	0.284254246050572	0.475524554645196	-0.569011285503837	1.02414242471205	CDKL5;ERBB2;NEK1;PTK2B	0.486783504803861
protease binding (GO:0002020)	2/78	0.131724745360818	0.324127909822354	0.193613127881847	0.418267757320954	-0.433215199544081	0.878144882923428	ADAMTSL4;LONP2	0.489283571374558
caspase binding (GO:0089720)	2/83	0.14553356206552	0.324127909822354	0.212058238207256	0.422911600061062	-0.345314733299409	0.665541851158185	ADAMTSL4;LONP2	0.489283571374558
transcription corepressor activity (GO:0003714)	3/174	0.167553907394853	0.32739020091032	0.265548972601937	0.475524554645196	-0.310535091404246	0.554755458849856	PROX1;CBFA2T2;TRIM22	0.484934323562635
protein kinase activity (GO:0004672)	3/204	0.229412913313047	0.380727813583355	0.348534927724261	0.541308670934582	-0.0644967714741809	0.094954196941539	CDKL5;NEK1;PIK3CD	0.419385395198914
actin filament binding (GO:0051015)	3/208	0.237979765982513	0.388515803999358	0.359617280127981	0.549745783980382	0.0217311566653932	-0.0311965884424484	BLOC1S6;LCP1;ADD1	0.410591310324809
protein phosphatase binding (GO:0019903)	2/91	0.168198432828828	0.32739020091032	0.241891113319572	0.448041059499577	0.0195662818381464	-0.0348790662752506	ERBB2;CDC27	0.484934323562635
RNA polymerase II core promoter proximal region sequence-specific DNA binding, bending (GO:0044377)	3/208	0.237979765982513	0.388515803999358	0.359617280127981	0.549745783980382	0.0452908054160917	-0.0650181045835858	NFIA;TCF12;NRL	0.410591310324809
ubiquitin-specific protease binding (GO:1990381)	2/91	0.168198432828828	0.32739020091032	0.241891113319572	0.448041059499577	0.0406152067491397	-0.0724011081770478	ADAMTSL4;LONP2	0.484934323562635
transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)	3/225	0.274928781095462	0.427871522068591	0.40635394136475	0.580978547531679	0.121070431108831	-0.156331370005419	NFIA;TCF12;NRL	0.368686617979823
single-stranded DNA binding (GO:0003697)	3/544	0.820677434933136	0.821848158806079	0.920168517759694	0.920168517759694	1.49844599336689	-0.296130598663292	NRL;PROX1;RNF4	0.0852084134624055
GTPase activator activity (GO:0005096)	1/231	0.848875340156693	0.848875340156693	0.90779752087398	0.909092524470091	1.80743677884636	-0.296135746372303	TBC1D8B	0.0711560824970491
transcription regulatory region sequence-specific DNA binding (GO:0000976)	3/242	0.312424121055775	0.455024342284552	0.452094880889747	0.616253604630296	0.26610787695418	-0.309588214771996	NONO;TCF12;PROX1	0.341965369415246
double-stranded DNA binding (GO:0003690)	3/521	0.797400580461234	0.799678867833981	0.905278565729811	0.90786507591761	1.49771250158065	-0.339079288806483	NRL;PROX1;RNF4	0.0970843804168428
damaged DNA binding (GO:0003684)	3/506	0.780910125308701	0.784261670910884	0.894277874312663	0.898115976777525	1.49336658807546	-0.369302407280911	NRL;PROX1;RNF4	0.105539009672638
calcium ion binding involved in regulation of cytosolic calcium ion concentration (GO:0099510)	3/248	0.325711426613093	0.46568110281546	0.467912120877508	0.630979672199774	0.344775085050727	-0.386749205125247	PCDHA4;LCP1;ASTN2	0.331911385235584
core promoter binding (GO:0001047)	3/250	0.330141585829121	0.468200794448571	0.473141122452613	0.636293233643169	0.350060653607642	-0.387949002369378	NONO;TCF12;PROX1	0.329567853722825
calcium ion sensor activity (GO:0061891)	3/248	0.325711426613093	0.46568110281546	0.467912120877508	0.630979672199774	0.351232138762478	-0.393992363052692	PCDHA4;LCP1;ASTN2	0.331911385235584
DNA binding, bending (GO:0008301)	3/490	0.762129310462889	0.7686993907255	0.881311485215865	0.886361980833148	1.45474360608478	-0.395165155035526	NRL;PROX1;RNF4	0.114243463154302
DNA clamp loader activity (GO:0003689)	3/488	0.759693174201896	0.767344760129109	0.87959621867061	0.885906091114445	1.46684482017357	-0.403148577038949	NRL;PROX1;RNF4	0.115009468148651
ATP binding (GO:0005524)	3/243	0.31463790499901	0.457299812234586	0.454744201270065	0.618663622658112	0.348775936419296	-0.403301058371482	CDKL5;HSP90AB1;PPIP5K2	0.339798976938802
base pairing with DNA (GO:0000497)	3/482	0.752264840320599	0.76440439373315	0.874319509398369	0.884924471783382	1.41903960146143	-0.403953513160729	NRL;PROX1;RNF4	0.116676825321135
bent DNA binding (GO:0003681)	3/482	0.752264840320599	0.76440439373315	0.874319509398369	0.884924471783382	1.42285497691716	-0.405039624018932	NRL;PROX1;RNF4	0.116676825321135
DNA binding (GO:0003677)	3/482	0.752264840320599	0.76440439373315	0.874319509398369	0.884924471783382	1.43257717479032	-0.40780721132408	NRL;PROX1;RNF4	0.116676825321135
G-quadruplex DNA binding (GO:0051880)	3/486	0.757237100245088	0.765966058172985	0.877859272344934	0.885427024692735	1.4676813058431	-0.408131150567864	NRL;PROX1;RNF4	0.115790474590337
DNA clamp activity (GO:0061777)	3/482	0.752264840320599	0.76440439373315	0.874319509398369	0.884924471783382	1.43849558453321	-0.409491986298299	NRL;PROX1;RNF4	0.116676825321135
DNA clamp unloader activity (GO:0061860)	3/482	0.752264840320599	0.76440439373315	0.874319509398369	0.884924471783382	1.4422272294901	-0.41055426186034	NRL;PROX1;RNF4	0.116676825321135
regulatory region DNA binding (GO:0000975)	3/484	0.754761013484358	0.76456310456857	0.87610043858896	0.884924471783382	1.4656453716348	-0.412365361237638	NRL;PROX1;RNF4	0.116586663508846
DNA end binding (GO:0045027)	3/483	0.75351544225547	0.76440439373315	0.875212748939116	0.884924471783382	1.45779883217257	-0.412565476762571	NRL;PROX1;RNF4	0.116676825321135
DNA secondary structure binding (GO:0000217)	3/482	0.752264840320599	0.76440439373315	0.874319509398369	0.884924471783382	1.45119587427554	-0.413107337592434	NRL;PROX1;RNF4	0.116676825321135
flap-structured DNA binding (GO:0070336)	3/483	0.75351544225547	0.76440439373315	0.875212748939116	0.884924471783382	1.46583394193926	-0.41483945916575	NRL;PROX1;RNF4	0.116676825321135
histone-dependent DNA binding (GO:0099077)	3/482	0.752264840320599	0.76440439373315	0.874319509398369	0.884924471783382	1.45940616280629	-0.415444534449127	NRL;PROX1;RNF4	0.116676825321135
